// NPC名稱(複製到 GameResource.txt)

[name]
item = 50000,現在天下大亂，當兵打仗是最有發展的啦！
item = 58489,領取兌換券
item = 58490,兌換神農茶
item = 58491,領取沙場披風
item = 58492,懸壺濟世乃神農氏的使命，是否要領取神農茶兌換券一張？#@C請確認物品欄內，至少有一格空格@A。
item = 58493,是的
item = 58494,不需要
item = 58495,你已領取神農茶兌換券一張，勞煩六小時後再來領吧！
item = 58496,你身上的物品欄已滿！請至少空出一格。
item = 58497,你身上沒有神農茶兌換券唷！
item = 58498,唷？你已經領過囉？那麻煩請過六小時後再來吧！
item = 58499,想領 50個神農茶嗎？就要拿一張神農茶兌換券來跟我換。要想清楚哦！是不是要換呢？
item = 58500,要
item = 58501,不要
item = 58502,記得有空要多常來泡泡茶啊～
item = 58503,亂世當中，誰當稱為強者？唯有強大的霸者，才能傲視群雄！今老夫尋求有緣之人，只要能給@B 6個勇者勳章碎片@A，就能換得鶴頡紫煌羽翼一個。若給@B 6張神農茶兌換券、一個天降祥瑞@A，則能換得鶴頡聖世刀一把！#@B鶴頡紫煌羽翼、鶴頡聖世刀@A，所取得的數值為隨機。
item = 58504,兌換披風
item = 58505,兌換武器
item = 58506,不想兌換
item = 58507,你已成功取得鶴頡紫煌羽翼一個！
item = 58508,你已成功取得鶴頡聖世刀一把！
item = 58509,觀汝之骨格精奇，必屬武林之棟梁！九州天下，就靠你一手打下！
item = 58510,你身上沒有足夠的勇者勳章碎片！
item = 58511,你身上沒有足夠的神農茶兌換券、天降祥瑞！
item = 58512,請問是否要領取@B沙場君王羽翼@A？#收集神農茶兌換券十張、沙場的回憶一個，可兌換@C沙場君王羽翼@A一個。
item = 58513,領取
item = 58514,你已成功取得沙場君王羽翼一個！
item = 58515,你身上沒有足夠的神農茶兌換券、沙場的回憶！
item = 58516,坊間流傳有人曾在通天塔頂層以及煉獄深處，看到劉邦、項羽的武魂到處游走。若想要取得這兩個武魂，就必須給我一張楚漢入場卷。##@B使用楚漢入場卷後，600分鐘內可自由出入通天宮、魔獄@A。
item = 58517,楚漢入場卷在此
item = 58518,通天宮、魔獄人數
item = 58519,離開
item = 58520,目前為通天宮、魔獄的所有人數，準備要前往了嗎？
item = 58521,好
item = 58522,不要
item = 58523,請大人準備好再來。#@C需持有楚漢入場卷@A。
item = 58524,大人有使用過其他地區的通行卷，確定要使用楚漢入場券嗎？##@B（若在已使用其他地區通行券的狀況下使用英傑入場券，會造成其他地區通行證失效）@A
item = 58525,好
item = 58526,不要
item = 58527,大人目前還沒使用過楚漢入場卷，請問要使用嗎？
item = 58528,好
item = 58529,不要
item = 58530,楚漢入場卷，仍在有效時間內，可自由進入通天宮、魔獄，請選擇所要進入的地區。
item = 58531,通天宮
item = 58532,魔獄
item = 58533,有效時間為600分鐘，可自由出入通天宮、魔獄，請選擇要前往的區域吧！
item = 58534,通天宮
item = 58535,魔獄
item = 58536,你現在暫時無法進入。
item = 58537,哎呀！大人您好啊！想煉造出75~90級的武器，就必須找草民我來幫忙囉！請問大人想煉造哪把武器啊？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58538,短兵系
item = 58539,長兵系
item = 58540,重兵系
item = 58541,下一頁
item = 58542,哎呀！大人您好啊！想煉造出75~90級的武器，就必須找草民我來幫忙囉！請問大人想煉造哪把武器啊？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58543,射擊系
item = 58544,雙手系
item = 58545,回上一頁
item = 58546,大人想選擇哪一類短兵器呢？
item = 58547,刀劍
item = 58548,扇
item = 58549,離開
item = 58550,大人想選擇哪一把刀劍呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58551,75級
item = 58552,80級
item = 58553,90級
item = 58554,離開
item = 58555,大人想選擇哪一把扇呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58556,75級
item = 58557,80級
item = 58558,90級
item = 58559,離開
item = 58560,大人想選擇哪一類長兵器呢？
item = 58561,槍戟
item = 58562,短棍
item = 58563,離開
item = 58564,大人想選擇哪一把槍戟呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58565,75級
item = 58566,80級
item = 58567,90級
item = 58568,離開
item = 58569,大人想選擇哪一把短棍呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58570,75級
item = 58571,80級
item = 58572,90級
item = 58573,離開
item = 58574,大人想選擇哪一類重兵器呢？
item = 58575,大刀斧錘
item = 58576,杖
item = 58577,離開
item = 58578,大人想選擇哪一把大刀斧錘呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58579,75級
item = 58580,80級
item = 58581,90級
item = 58582,離開
item = 58583,大人想選擇哪一把杖呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58584,75級
item = 58585,80級
item = 58586,90級
item = 58587,離開
item = 58588,大人想選擇哪一把弓呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58589,75級
item = 58590,80級
item = 58591,90級
item = 58592,離開
item = 58593,大人想選擇哪一把雙手兵器呢？#10枚五彩水晶，可換75級武器。30枚五彩水晶，可換80級武器。100枚五彩水晶，可換90級武器。#@B煉造武器，所取得的數值為隨機@A。
item = 58594,75級
item = 58595,80級
item = 58596,90級
item = 58597,離開
item = 58598,大人可要多來光顧啊！
item = 58599,大人身上沒有帶足夠的五彩水晶哦！
item = 58600,煉造失敗了啊…大人再試一次吧？
item = 58601,你已成功取得一把龍麟！
item = 58602,你已成功取得一把工布！
item = 58603,你已成功取得一把黃帝劍！
item = 58604,你已成功取得一把玄冥法扇！
item = 58605,你已成功取得一把真火朱雀扇！
item = 58606,你已成功取得一把聖火令！
item = 58607,你已成功取得一把大秦闊刃槍！
item = 58608,你已成功取得一把應龍戟！
item = 58609,你已成功取得一把丈八蛇矛！
item = 58610,你已成功取得一把長刃尖大刀！
item = 58611,你已成功取得一把天罡黃鉞斧！
item = 58612,你已成功取得一把天火流星錘！
item = 58613,你已成功取得一把長刃尖大刀！
item = 58614,你已成功取得一把天罡黃鉞斧！
item = 58615,你已成功取得一把天火流星錘！
item = 58616,你已成功取得一把靈山煉氣杖！
item = 58617,你已成功取得一把玄天破邪杖！
item = 58618,你已成功取得一把太上老君杖！
item = 58619,你已成功取得一把落月弓！
item = 58620,你已成功取得一把射日弓！
item = 58621,你已成功取得一把凍神弓！
item = 58622,你已成功取得一把魑魅魍魎！
item = 58623,你已成功取得一把雙股寒鐵劍！
item = 58624,你已成功取得一把冰凰炎鳳！
item = 58625,老夫精通奇門遁甲之術，可將奇晶異石煉造出稀世珍品！敢問大人找老夫有何指教？
item = 58626,煉造武器一級寶箱
item = 58627,煉造防具一級寶箱
item = 58628,煉造座騎一級寶箱
item = 58629,那麼選擇一個兵器種類吧！#需準備@B10枚龍紋金幣、10個金形水晶、5個水形水晶、15個貪狼星晶、10個七殺星晶、5個巨門星晶@A。
item = 58630,劍
item = 58631,槍
item = 58632,大刀
item = 58633,下一頁
item = 58634,那麼選擇一個兵器種類吧！#需準備@B10枚龍紋金幣、10個金形水晶、5個水形水晶、15個貪狼星晶、10個七殺星晶、5個巨門星晶@A。
item = 58635,扇
item = 58636,短棍
item = 58637,杖
item = 58638,下一頁
item = 58639,那麼選擇一個兵器種類吧！#需準備@B10枚龍紋金幣、10個金形水晶、5個水形水晶、15個貪狼星晶、10個七殺星晶、5個巨門星晶@A。
item = 58640,弓
item = 58641,雙手
item = 58642,離開
item = 58643,請準備好10枚龍紋金幣、10個金形水晶、5個水形水晶、15個貪狼星晶、10個七殺星晶、5個巨門星晶@A。
item = 58644,嗯？煉造失敗？請再讓老夫試試。
item = 58645,懷疑老夫的能力嗎？
item = 58646,煉造完成了！請小心收下。
item = 58647,煉造完成了！請小心收下。
item = 58648,煉造完成了！請小心收下。
item = 58649,煉造完成了！請小心收下。
item = 58650,煉造完成了！請小心收下。
item = 58651,煉造完成了！請小心收下。
item = 58652,煉造完成了！請小心收下。
item = 58653,煉造完成了！請小心收下。
item = 58654,請準備好6枚龍紋金幣、5個木形水晶、3個火形水晶、5個貪狼星晶、3個七殺星晶、1個天相星晶
item = 58655,是要選擇文官呢？還是武官的裝備？
item = 58656,文官
item = 58657,武官
item = 58658,離開
item = 58659,那麼選擇一個文官防具種類吧！需準備@B6枚龍紋金幣、5個木形水晶、3個火形水晶、5個貪狼星晶、3個七殺星晶、1個天相星晶
item = 58660,頭盔
item = 58661,鎧甲
item = 58662,鞋
item = 58663,那麼選擇一個武官防具種類吧！需準備@B6枚龍紋金幣、5個木形水晶、3個火形水晶、5個貪狼星晶、3個七殺星晶、1個天相星晶
item = 58664,頭盔
item = 58665,鎧甲
item = 58666,鞋
item = 58667,煉造完成了！請小心收下。
item = 58668,煉造完成了！請小心收下。
item = 58669,煉造完成了！請小心收下。
item = 58670,煉造完成了！請小心收下。
item = 58671,煉造完成了！請小心收下。
item = 58672,煉造完成了！請小心收下。
item = 58673,是要選擇文官？還是武官的座騎啊？
item = 58674,文官
item = 58675,武官
item = 58676,離開
item = 58677,那麼要煉造出文官座騎囉！#需準備@B10枚龍紋金幣、10個土形水晶、5個辟邪水晶、15個貪狼星晶、10個七殺星晶、5個天同星晶@A。
item = 58678,準備好了！
item = 58679,離開
item = 58680,那麼要煉造出武官座騎囉！#需準備@B10枚龍紋金幣、10個土形水晶、5個辟邪水晶、15個貪狼星晶、10個七殺星晶、5個天同星晶@A。
item = 58681,準備好了！
item = 58682,離開
item = 58683,請準備好10枚龍紋金幣、10個土形水晶、5個辟邪水晶、15個貪狼星晶、10個七殺星晶、5個天同星晶@A。
item = 58684,煉造完成了！請小心收下。
item = 58685,煉造完成了！請小心收下。
item = 58686,大人手中是否持有@B黑風羽翼@A、@B聖靈羽翼兌換券@A呢？若持有兌換券的話，請跟在下兌換。#@B黑風羽翼、聖靈羽翼@A，所取得的數值為隨機。
item = 58687,兌換黑風羽翼
item = 58688,兌換聖靈羽翼
item = 58689,不想兌換
item = 58690,你已成功取得黑風羽翼一個！
item = 58691,你已成功取得聖靈羽翼一個！
item = 58692,大人慢走。
item = 58693,你身上沒有黑風羽翼兌換券。
item = 58694,你身上沒有聖靈羽翼兌換券。
item = 58695,朝廷聽聞妖化張角在會稽附近出沒，避免危害到當地的百姓，特此廣邀天下志士前來討伐！此行凶險異常，必須有妖靈洞通行證+妖靈惡魔挑戰書，方可進入此洞。#(@C等級限制 85級以上，持有妖靈洞通行證+妖靈惡魔挑戰書進入時，有效時間為 1.5小時。@A)
item = 58696,進入妖靈洞內
item = 58697,重新進入妖靈洞
item = 58698,離開
item = 58699,已經準備好進入妖靈洞了嗎？
item = 58700,是的
item = 58701,離開
item = 58702,快去前往妖靈洞，討伐那群妖魔鬼怪吧！
item = 58703,你的有效時間還沒結束嗎？趕快進入妖靈洞吧！
item = 58704,進入妖靈洞一分流
item = 58705,進入妖靈洞二分流
item = 58706,進入妖靈洞三分流
item = 58707,進入妖靈洞四分流
item = 58708,你的能力不足，請磨練實力後再來吧！#(@C等級限制 85級以上@A)
item = 58709,你已使用其他地區的通行證，請確認是否要使用妖靈洞通行證+妖靈惡魔挑戰書。#(@C若已有其他通行證的時效下，再使用妖靈洞通行證+妖靈惡魔挑戰書的話，將取消其他通行證的效果@A)
item = 58710,進入妖靈洞內
item = 58711,離開
item = 58712,你已經使用過妖靈洞通行證+妖靈惡魔挑戰書，請直接進入吧！
item = 58713,進入妖靈洞一分流
item = 58714,進入妖靈洞二分流
item = 58715,進入妖靈洞三分流
item = 58716,進入妖靈洞四分流
item = 58717,快去前往妖靈洞，討伐那群妖魔鬼怪吧！
item = 58718,若持有朝廷討伐狀，朝廷會給予好處。
item = 58719,兌換失敗，請重新再兌換一次吧！
item = 58720,你身上沒有通行證，此處凶險異常，請準備就緒再進入吧！
item = 58721,目前你無法進入妖靈洞。
item = 58722,閒雜人等請速速離開，避免遭到妖魔傷害。
item = 58723,快去前往妖靈洞，討伐那群妖魔鬼怪吧！
item = 58724,快去前往妖靈洞，討伐那群妖魔鬼怪吧！
item = 58725,快去前往妖靈洞，討伐那群妖魔鬼怪吧！
item = 58726,近來情人谷出現大量的王及武魂（此區有妖化張角、水鏡先生、袁紹武魂），若是你想要前往一、二、三區的話，你就需要有英傑武魂券才能前往！##@B使用英傑武魂券後30分鐘內可自由出入一、二、三區@A
item = 58727,英傑武魂券在此
item = 58728,情人谷地區人數
item = 58729,持有楚漢武魂卷
item = 58730,離開
item = 58731,閣下應該有用了其他地區的通行券了，確定要使用英傑武魂券嗎？##@B（若在已使用其他地區通行券的狀況下使用英傑武魂券，會造成其他地區通行證失效）@A
item = 58732,是
item = 58733,否
item = 58734,目前閣下尚未使用英傑武魂券，要使用嗎？
item = 58735,是
item = 58736,否
item = 58737,英傑武魂券尚在有效時限內，可以進入該區域。##請選擇要前往的區域。##此去路途險惡，請多加小心!
item = 58738,情人谷一區
item = 58739,情人谷二區
item = 58740,情人谷三區
item = 58741,通行時效為30分鐘，可自由進出情人谷。##請選擇要前往的區域。
item = 58742,情人谷一區
item = 58743,情人谷二區
item = 58744,情人谷三區
item = 58745,目前你還沒辦法使用尋寶令！
item = 58746,請參考系統訊息中的指示!##要準備前往情人谷嗎？
item = 58747,是
item = 58748,否
item = 58749,請準備英傑武魂券後再來！
item = 58750,請準備娜蘭武魂券後再來！
item = 58751,想進去再來吧！　
item = 58752,近來情人谷出現大量的王及武魂（此區有董卓、呂布、貂蟬武魂），若是你想要前往四、五、六區的話，你就需要有娜蘭武魂券才能前往！##@B使用娜蘭武魂券後30分鐘內可自由出入四、五、六區@A
item = 58753,娜蘭武魂券在此
item = 58754,情人谷地區人數
item = 58755,持有楚漢武魂卷
item = 58756,離開
item = 58757,閣下應該有用了其他地區的通行券了，確定要使用情人谷尋寶令嗎？##@B（若在已使用其他地區通行券的狀況下使用娜蘭武魂券，會造成其他地區通行證失效）@A
item = 58758,是
item = 58759,否
item = 58760,目前閣下尚未使用娜蘭武魂券，要使用嗎？
item = 58761,是
item = 58762,否
item = 58763,娜蘭武魂券尚在有效時限內，可以進入該區域。##請選擇要前往的區域。##此去路途險惡，請多加小心!
item = 58764,情人谷四區
item = 58765,情人谷五區
item = 58766,情人谷六區
item = 58767,通行時效為30分鐘，可自由進出情人谷。##請選擇要前往的區域。
item = 58768,情人谷四區
item = 58769,情人谷五區
item = 58770,情人谷六區
item = 58771,目前你還沒辦法使用尋寶令！
item = 58772,請參考系統訊息中的指示!##要準備前往情人谷嗎？
item = 58773,是
item = 58774,否
item = 58775,坊間流傳有人曾在通天塔頂層以及煉獄深處，看到劉邦、項羽的武魂到處游走。若想要取得這兩個武魂，就必須給我一張楚漢武魂?。##@B使用楚漢武魂?後，60分鐘內可自由出入通天宮、魔獄@A。
item = 58776,楚漢武魂卷在此
item = 58777,通天宮、魔獄人數
item = 58778,離開
item = 58779,目前為通天宮、魔獄的所有人數，準備要前往了嗎？
item = 58780,好
item = 58781,不要
item = 58782,請大人準備好再來。#@C需持有楚漢武魂?@A。
item = 58783,大人有使用過其他地區的通行?，確定要使用楚漢武魂券嗎？##@B（若在已使用其他地區通行券的狀況下使用英傑入場券，會造成其他地區通行證失效）@A
item = 58784,好
item = 58785,不要
item = 58786,大人目前還沒使用過楚漢武魂?，請問要使用嗎？
item = 58787,好
item = 58788,不要
item = 58789,楚漢武魂?，仍在有效時間內，可自由進入通天宮、魔獄，請選擇所要進入的地區。
item = 58790,通天宮
item = 58791,魔獄
item = 58792,有效時間為60分鐘，可自由出入通天宮、魔獄，請選擇要前往的區域吧！
item = 58793,通天宮
item = 58794,魔獄
item = 58795,你現在暫時無法進入。
item = 58796,請準備楚漢武魂券後再來！
item = 58797,感念大人們的辛苦勞頓，朝廷特定頒發了新令！若持有娜蘭、英傑、楚漢入場券，可換成娜蘭、英傑、楚漢武魂券。請問大人要來更換哪種武魂券呢？
item = 58798,持有娜蘭入場券
item = 58799,持有英傑入場券
item = 58800,持有楚漢入場券
item = 58801,大人已經取得20張娜蘭武魂券。
item = 58802,大人已經取得20張英傑武魂券。
item = 58803,大人已經取得5張楚漢武魂券。
item = 58804,請準備好入場券吧！
item = 58805,東漢末有一鉅鹿人，傳聞取得「太平要術」之奇書，並自稱「太平道人」，以黃巾為標誌而起兵作亂！幽州太守劉焉來此號召天下志士，一同前往守護幽州百姓，敢問大人願意助一臂之力嗎？
item = 58806,是
item = 58807,否
item = 58808,進入桃園結義的條件：#1.你必須組成二到三人、均分模式的隊伍。#2.你必須是為隊長。#3.過去 4小時無開啟過相同的歷史副本。#4.等級在50級以上，100級以下。
item = 58809,大人真的很抱歉，你的等級已經超過桃園結義的條件了。
item = 58810,祝大人此行能順利討伐黃巾賊！
item = 58811,此行福禍難料，大人能力尚未足夠，請努力鍛鏈再來。#等級在 50級以上，100級以下。
item = 58812,聽說涿郡縣出了一個奇人，不妨順路拜訪吧！
item = 58813,可惜呀…可惜…一個大好的立功機會，就這麼輕易放棄啊！
item = 58814,你並非是隊長的身分，還是找你隊長來談吧！
item = 58815,桃園結義副本已滿，請稍後再進入
item = 58816,別急！這是劉焉大人特地準備的獎賞。
item = 58817,今日能與雲長、翼德結拜於此，真是天意啊！
item = 58818,能與玄德大哥結拜，此乃吾之榮幸！
item = 58819,哈哈！能跟隨大哥、二哥一同殺敵保家衛民，也就不枉此生！
item = 58820,小的正趕往張翼德家中，不料被蛇蝎女、黑幫殺手等人所攔住，還請大人相助啊！
item = 58821,這群官兵真是煩人，追著我死要錢呢！大人能否幫我打發打發他們？
item = 58822,賢侄已率兵趕往幽州境外，準備與黃巾反賊一戰！故老夫在此坐鎮守備，請問來者何意？
item = 58823,前來相助！
item = 58824,甚好！老夫欣賞年輕有為的志士！快去助我賢侄吧！
item = 58825,我等必須趕往救助青州太守，為了感謝你們的英勇之助，這有一份劉焉大人交付給我的獎賞，請收下吧！
item = 58826,收下獎賞
item = 58827,是從平原招募來的義勇軍嗎？快快！幽州已被程遠志包圍了！趕緊去救援吧！
item = 58828,是
item = 58829,否
item = 58830,朝廷傳聞有名膽大的男子，偷偷潛入宦官 張讓家中，僅是為了拿本兵法書！而此人正是曹嵩之子。張大人命我來此拜訪曹嵩大人，前來告知此事，令他治治這小子。敢問這位大人也是要來找曹嵩大人的嗎？不如一同前行，路上好有個伴！
item = 58831,好啊
item = 58832,不了
item = 58833,進入梟雄崛起的條件：#1.你必須組成二到三人、均分模式的隊伍。#2.你必須是為隊長。#3.過去 4小時無開啟過相同的歷史副本。#4.等級在 90級以上。
item = 58834,總算有人出來應門了，你先進去瞧瞧吧！出事有我扛著！
item = 58835,你先準備準備好再來，這次非要逮到這小子不可！#1.你必須組成二到三人、均分模式的隊伍。#2.你必須是為隊長。#3.過去 4小時無開啟過相同的歷史副本。#4.等級在 90級以上。
item = 58836,哎呀！小心點！我可是張大人身邊的紅人！你的能力還不夠班呢！#@B等級未達 90級以上@A
item = 58837,不去啦？你這人真是沒趣呢！沒人出來應門啊？我下次再來吧！
item = 58838,有何事來找孟德大人？他已出門前往拜訪橋玄大人。沒其他事的話，請離開吧！
item = 58839,孟德啊？剛離開此地，前去拜訪許劭大人。老夫認為他是個安世立國的人才！見你相貌堂堂，天下之勢將亂！可輔佐孟德，以安天下。
item = 58840,喂！好心人，幫個忙吧！孟德大人命我在此等候，偏偏有群官兵想找我碴，麻煩幫我打發他們！
item = 58841,你來晚了一步！曹孟德已率兵趕往支援皇甫嵩大人。吾見孟德為治世能臣之命，乃亂世梟雄之相。看你氣宇非凡，快去建立一番事業吧！
item = 58842,適才聽元讓回報，原來是你們出了力啊！曹某感激不盡，這有一份薄禮，還請壯士們收下。
item = 58843,領取獎賞
item = 58844,黃巾賊剛退，在下要繼續追擊，下次再聊吧！
item = 58845,一個一個來吧！
item = 58846,要找我兒子阿滿？他這次又闖下什麼禍？
item = 58847,詳情告知
item = 58848,什麼人不惹？卻跑去張大人那！這小子剛剛出門去了，麻煩你幫我把這小子抓回來吧！
item = 58849,等這不成才的臭小子回來，我一定好好教訓一頓！
item = 58850,小夥子，請你的隊長來跟我談事情。
item = 58851,漢朝皇帝詔令#凡在戰場上殺敵有功者，可將戰役令牌換取官銀！請問大人有何吩咐？
item = 58852,兌換獎勵品
item = 58853,升級官銀
item = 58854,若想兌換獎勵品，必須持有各級的官銀數個，請問大人要兌換何種獎勵？
item = 58855,一個銅錠
item = 58856,一個銀錠
item = 58857,一個金錠
item = 58858,若想升級官銀，必須持有戰役金牌或各級官銀數個，請問大人要升級哪種官銀？
item = 58859,五個戰役金牌
item = 58860,五個銅錠
item = 58861,五個銀錠
item = 58862,持有一個銅錠，可換成數個獎勵品，請問大人是否要兌換？#可換取任一獎勵品兩個。
item = 58863,獎勵經驗加倍符
item = 58864,獎勵兵經驗四倍符
item = 58865,持有一個銀錠，可換成數個獎勵品，請問大人是否要兌換？#可換取任一獎勵品兩個。
item = 58866,獎勵大赦符
item = 58867,獎勵轉運護符
item = 58868,持有一個金錠，可換成數個獎勵品，請問大人是否要兌換？#可換取一個神鐵或是五個精鋼。
item = 58869,神鐵
item = 58870,精鋼
item = 58871,持有五個戰役金牌，可換成一個銅錠，請問大人是否要升級？
item = 58872,是的
item = 58873,不用了
item = 58874,持有五個銅錠，可換成一個銀錠，請問大人是否要升級？
item = 58875,是的
item = 58876,不用了
item = 58877,持有五個銀錠，可換成一個金錠，請問大人是否要升級？
item = 58878,是的
item = 58879,不用了
item = 58880,大人您所持有的物品數量不足，無法進行兌換哦！
item = 58881,希望大人有空再來～#@B已成功換取獎勵經驗加倍符@A
item = 58882,希望大人有空再來～#@B已成功換取獎勵兵經驗四倍符@A
item = 58883,希望大人有空再來～#@B已成功換取獎勵大赦符@A
item = 58884,希望大人有空再來～#@B已成功換取獎勵轉運護符@A
item = 58885,希望大人有空再來～#@B已成功換取神鐵@A
item = 58886,希望大人有空再來～#@B已成功換取精鋼@A
item = 58887,希望大人有空再來～#@B已成功換取一個銅錠@A
item = 58888,希望大人有空再來～#@B已成功換取一個銀錠@A
item = 58889,希望大人有空再來～#@B已成功換取一個金錠@A
item = 58890,皇帝詔令！為鼓勵各勢力的將士們，各軍團能夠齊心齊力！一同為國而奮戰！特開放各勢力的領地，只要能達成占領條件，本官將協助各勢力的將士們進入各領地！請問這位將士有何疑問？
item = 58891,魏國勢力？
item = 58892,蜀國勢力？
item = 58893,吳國勢力？
item = 58894,其他勢力？
item = 58895,只要您是有功於魏國的將士，將可進入本勢力的專屬領地！請問魏國的將士是否準備進入了呢？#魏國必須占領了 @C鄴、許昌、陳留@A，花費@C 60萬銀兩、50點功勳、2個討敵勳章@A，可換取 1個討敵通行證（6小時），方可進入鄴城的銅雀台二區。
item = 58896,換取通行證
item = 58897,使用通行證！
item = 58898,只是路過…
item = 58899,只要您是有功於蜀國的將士，將可進入本勢力的專屬領地！請問蜀國的將士是否準備進入了呢？#蜀國必須占領了 @C漢中、江州、上庸@A，花費@C 60萬銀兩、50點功勳、2個討敵勳章@A，可換取 1個討敵通行證（6小時），方可進入漢中城的古長城二區。
item = 58900,換取通行證
item = 58901,使用通行證！
item = 58902,只是路過…
item = 58903,只要您是有功於吳國的將士，將可進入本勢力的專屬領地！請問吳國的將士是否準備進入了呢？#吳國必須占領了 @C徐州、柴桑、江夏@A，花費@C 60萬銀兩、50點功勳、2個討敵勳章@A，可換取 1個討敵通行證（6小時），方可進入徐州城的雲龍湖二區。
item = 58904,換取通行證
item = 58905,使用通行證！
item = 58906,只是路過…
item = 58907,這次國戰本勢力沒達成領地條件，請將士們下次繼續努力！
item = 58908,功勳不足，請累積 50點以上的功勳再來吧！
item = 58909,請準備 60萬銀兩、2個討敵勳章。
item = 58910,請注意身上是否物品欄已滿，或是重新再兌換一次。
item = 58911,無討敵通行證的人，無法讓您進入。
item = 58912,討敵通行證已送到您手中，請妥善使用。
item = 58913,您不是魏國的將士哦！
item = 58914,您不是蜀國的將士哦！
item = 58915,您不是吳國的將士哦！
item = 58916,準備進入專屬勢力領地了嗎？
item = 58917,準備好了！
item = 58918,只是路過…
item = 58919,目前暫時無法進入專屬領地。
item = 58920,您已使用其他地區的通行證，請確認是否要使用討敵通行證。#(若已有其他通行證的時效下，再使用@C討敵通行證@A的話，將取消其他通行證的效果)
item = 58921,進入領地內
item = 58922,只是路過…
item = 58923,您的有效時間還沒結束嗎？那趕快進入專屬領地吧！
item = 58924,進入領地內
item = 58925,您已經使用討敵通行證，請直接進入吧！
item = 58926,進入領地內
item = 58927,這次也要好好立下戰功啊！
item = 58928,只要您是自創勢力有功的將士，將可進入自創勢力的專屬領地！請問將士是否準備進入了呢？#自創勢力必須占領了 @C襄陽、長安、新野、長沙@A，花費@C 60萬銀兩、50點功勳、2個討敵勳章@A，可換取 1個討敵通行證（6小時），方可進入襄陽城的隆中二區。
item = 58929,換取通行證
item = 58930,使用通行證！
item = 58931,只是路過…
item = 58932,嘻嘻～大人您知道嘛？只要湊齊特定字樣，就能換取精品好禮哦！
item = 58933,龍虎
item = 58934,龍爭虎鬥
item = 58935,龍騰虎躍
item = 58936,騰躍爭鬥
item = 58937,呵呵～恭喜大人湊齊了龍、虎二字，請選擇所準備的數量，來換取好禮吧！#@C龍、虎@A各五個，可換取@B神農茶兌換券@A一個。
item = 58938,每字各五個
item = 58939,呵呵～恭喜大人湊齊了龍、爭、虎、鬥這些字，請選擇所準備的數量，來換取好禮吧！#@C龍、爭、虎、鬥@A各一個，可換取@B龍虎生威錦囊@A一個。#若持有@C龍、爭、虎、鬥@A各一個，再額外加@C 祥 @A三個字，可換取@B虎踞龍盤福袋@A一個。
item = 58940,每字各一個
item = 58941,額外加 祥字
item = 58942,呵呵～恭喜大人湊齊了龍、騰、虎、躍這些字，請選擇所準備的數量，來換取好禮吧！#@C龍、騰、虎、躍@A各一個，可換取@B龍虎生威錦囊@A一個。#若持有@C龍、騰、虎、躍@A各一個，再額外加@C 祥 @A三個字，可換取@B獸王座騎福袋@A一個。
item = 58943,每字各一個
item = 58944,額外加 祥字
item = 58945,呵呵～恭喜大人湊齊了騰、躍、爭、鬥這些字，請選擇所準備的數量，來換取好禮吧！#@C騰、躍、爭、鬥@A各十個，可換取@B王母蟠桃@A三十個。
item = 58946,每字各十個
item = 58947,字樣不足，請準備好再來。
item = 58948,請重新再兌換哦！
item = 58949,哎呀！看您意氣風發地來找我這媒人婆…嘴角都掩飾不住您的笑意！想必是您有心上人，想要我這媒人婆來幫兩位舉行成親儀式是吧？
item = 58950,要怎麼結婚
item = 58951,沒這回事
item = 58952,我想離開這兒
item = 58953,都怪我那媳婦寵壞了@B「珠光」@A、@B「寶氣」@A這兩個孫兒，居然把咱們最重要的@B結婚禮服@A拿去玩…現在可搞丟了…我老太婆對這兩隻小兔崽子真是一點法子都沒有！怎麼樣都問不出他們把結婚禮服藏那兒去…
item = 58954,總而言之，@B想結婚…您可得先去問問那兩位小佛爺啦@A！
item = 58955,快幫我想想辦法…結婚用的禮服竟然被那兩個小兔崽子搞丟了…
